Date,Region,Mean Temperature_lagged12,Total Precipitation (mm)_lagged12,No days with precipitation 1mm or more_lagged12,Heating Degree Days_lagged12,Cooling Degree Days_lagged12,Region population_lagged12,w/m_ratio_lagged12,Boomers_proportion_lagged12,Gen_Alpha_proportion_lagged12,GenX_proportion_lagged12,GenZ_proportion_lagged12,Silent_proportion_lagged12,Millenials_proportion_lagged12,CPI_lagged12,Total employment_lagged12,% employees in Accommodation and food services_lagged12,% employees in Agriculture_lagged12,"% employees in Business, building and other support services_lagged12",% employees in Construction_lagged12,% employees in Educational services_lagged12,"% employees in Finance, insurance, real estate, rental and leasing_lagged12","% employees in Forestry, fishing, mining, quarrying, oil and gas_lagged12",% employees in Health care and social assistance_lagged12,"% employees in Information, culture and recreation_lagged12",% employees in Manufacturing_lagged12,% employees in Other services (except public administration)_lagged12,"% employees in Professional, scientific and technical services_lagged12",% employees in Public administration_lagged12,% employees in Transportation and warehousing_lagged12,% employees in Utilities_lagged12,% employees in Wholesale and retail trade_lagged12,GDP_per_capita_lagged12,New Housing Price Index - Total (house and land)_lagged12,WFH proportion_lagged12,Total immigrant_lagged12,% immigrant_South Asian_lagged12,% immigrant_Chinese_lagged12,% immigrant_Black_lagged12,% immigrant_Filipino_lagged12,% immigrant_Arab_lagged12,% immigrant_Latin American_lagged12,% immigrant_Southeast Asian_lagged12,% immigrant_West Asian_lagged12,% immigrant_Korean_lagged12,% immigrant_Japanese_lagged12,% immigrant_Visible minority_lagged12,% immigrant_Multiple visible minorities_lagged12,% immigrant_Other Population_lagged12
1/2/19,Ontario,-7.648387097,56.72671233,9.321917808,655.9535484,0,14216919,0.977155561,0.189106514,0.159110938,0.211402017,0.200853774,0.043122842,0.196189072,134,7180300,0.064008468,0.009163963,0.042533042,0.07317243,0.069453923,0.077322675,0.003997047,0.117251368,0.043619347,0.113170759,0.040555409,0.085692798,0.048535577,0.05051321,0.006712811,0.154297174,55212.99792,104.3,7.1,13653453.63,0.058048558,0.039767378,0.032525291,0.041777114,0.01425291,0.013846941,0.011055432,0.005272571,0.005347983,0.003059222,0.002488603,0.007127712,0.765430283
1/2/19,Quebec,-9.365641026,56.7273224,10.47540984,718.6738462,0,8344075,0.993750565,0.212451223,0.159063765,0.207954834,0.176755295,0.045711845,0.1978049,128.5,4230700,0.066608363,0.01229111,0.043042523,0.06015553,0.067979294,0.055900915,0.008840145,0.135864041,0.042002505,0.11856194,0.043302527,0.073959392,0.056019098,0.049684449,0.005649183,0.160138984,47478.18698,101.8,6.7,8143155.868,0.080194244,0.111502903,0.009538972,0.031803151,0.004350648,0.009673833,0.012043226,0.010678166,0.013264653,0.009041191,0.001922048,0.008873436,0.697113529
1/3/19,Alberta,-6.67826087,22.58208955,6.263681592,711.7768116,0,4272281,1.016472616,0.155596106,0.189188213,0.195753998,0.197833412,0.030404729,0.231045093,139.9,2274300,0.060897859,0.02475487,0.033548784,0.10605461,0.065250846,0.051136613,0.064943059,0.119201513,0.036186959,0.056720749,0.047179352,0.075627666,0.045024843,0.058963197,0.008749945,0.145759135,75741.08127,99.6,7.5,4082138.966,0.086874865,0.056980551,0.047402801,0.023536208,0.015891302,0.014797824,0.010108253,0.011680127,0.006716054,0.002328172,0.007397968,0.009710659,0.706575216
1/3/19,Atlantic,-0.989090909,78.62523364,10.76635514,555.7790909,0,2406087,0.970227926,0.238241159,0.142377729,0.225005795,0.170608188,0.045057458,0.178434609,135.2041885,1111300,0.073067579,0.013677675,0.037523621,0.075407181,0.076666967,0.045442275,0.029964906,0.16035274,0.033744263,0.072797624,0.042742734,0.048951678,0.068298389,0.045892198,0.009718348,0.165751822,45293.07948,100.4,5.834658732,2334674.786,0.033900218,0.018167164,0.024453937,0.06433465,0.004054163,0.007975337,0.006907391,0.002168131,0.003526235,0.001491094,0.002579189,0.005222858,0.825219634
1/3/19,British Columbia,2.946875,70.19058296,9.224215247,431.3477679,0,4986048,0.982149526,0.206196043,0.143182236,0.210618686,0.194629772,0.043923107,0.201154197,127.4,2577800,0.074792459,0.009310265,0.04034448,0.096593995,0.065637365,0.065792536,0.018232601,0.125417022,0.047288385,0.07102956,0.048374583,0.081426022,0.0407712,0.054309877,0.005663744,0.155015905,54032.88559,107.9,8.3,4744269.127,0.027985746,0.014515971,0.013941497,0.030208912,0.004016646,0.003913894,0.005361755,0.001928924,0.001756115,0.000892069,0.001074219,0.002629502,0.89177475
1/3/19,Manitoba/Saskatchewan,-8.285714286,22.86375839,4.463087248,753.52,0,2499152,1.010790033,0.174404511,0.191861028,0.188541035,0.202374565,0.041009223,0.20145528,134.7533706,1216600,0.064195298,0.053591978,0.027042578,0.078333059,0.076689134,0.0530988,0.024905474,0.149926023,0.036412954,0.074141049,0.04446819,0.045783331,0.053180996,0.053016604,0.012329443,0.15288509,57466.64822,101.2390748,8.278498518,2364231.571,0.080194244,0.111502903,0.009538972,0.031803151,0.004350648,0.009673833,0.012043226,0.010678166,0.013264653,0.009041191,0.001922048,0.008873436,0.697113529
1/3/19,Ontario,-3.417948718,29.49652778,5.451388889,606.2301282,0,14234027,0.977155561,0.189106514,0.159110938,0.211402017,0.200853774,0.043122842,0.196189072,134.6,7208100,0.064926957,0.009406085,0.044061542,0.073459025,0.069338661,0.07664988,0.004425577,0.116258099,0.04363147,0.113067244,0.03919202,0.086818995,0.048972684,0.049485995,0.006797908,0.153507859,55294.21196,104.3,7.1,13653453.63,0.014240957,0.011819994,0.007690117,0.033893478,0.000284819,0.003702649,0.005126745,0.000854457,0.002136144,0.001851324,0.000427229,0.00341783,0.914554258
1/3/19,Quebec,-4.513333333,42.78152174,7.641304348,642.6114286,0,8349267,0.993750565,0.212451223,0.159063765,0.207954834,0.176755295,0.045711845,0.1978049,128.7,4254100,0.067205754,0.012787664,0.042077055,0.060459322,0.067252768,0.055969535,0.008039303,0.137044263,0.041371853,0.117956795,0.042993818,0.074445829,0.056815778,0.049810771,0.005782657,0.159986836,47605.0828,101.8,6.7,8143155.868,0.014956226,0.00729572,0.01848249,0.031614786,0.002431907,0.003283074,0.006201362,0.001215953,0.002431907,0.003526265,0.002188716,0.002188716,0.904182879
1/4/19,Alberta,0.561650485,15.98118812,3.702970297,481.6553398,0.037378641,4276444,1.016472616,0.155596106,0.189188213,0.195753998,0.197833412,0.030404729,0.231045093,140.6,2260000,0.059292035,0.024336283,0.033628319,0.104070796,0.064867257,0.05079646,0.064247788,0.119823009,0.034778761,0.05840708,0.048849558,0.076017699,0.045840708,0.060265487,0.008982301,0.14579646,75486.28236,99.6,7.5,4082138.966,0.016000977,0.007542445,0.020398192,0.033986808,0.003206303,0.003236839,0.00653475,0.00112984,0.002290216,0.003297911,0.001923782,0.002687187,0.897764749
1/4/19,Atlantic,1.727027027,115.1045872,12.24770642,455.0981982,0,2406522,0.970224889,0.238238926,0.142379042,0.22500361,0.17061067,0.045058288,0.178434388,135.6535928,1115300,0.073612481,0.013449296,0.037299381,0.072805523,0.077467946,0.046355241,0.031292029,0.158163723,0.034609522,0.072267551,0.044203353,0.048327804,0.069219044,0.046713889,0.009593831,0.164619385,45281.95237,100.5,5.835292,2334674.786,0.059733623,0.046145812,0.03681579,0.023604333,0.016203182,0.013758631,0.009520776,0.008255787,0.005613574,0.002703161,0.004073763,0.00736479,0.766206779
1/4/19,British Columbia,6.790322581,92.60954545,10.77727273,304.1013825,0.058525346,4991716,0.982149526,0.206196043,0.143182236,0.210618686,0.194629772,0.043923107,0.201154197,127.7,2591500,0.074204129,0.009724098,0.038587691,0.09573606,0.065097434,0.064248505,0.018174802,0.126258923,0.04862049,0.070692649,0.047038395,0.082461895,0.041751881,0.055566274,0.005865329,0.155971445,53980.30679,107.9,8.3,4744269.127,0.006123475,0.004401937,0.005225921,0.003148795,0.002879039,0.001302189,0.000743057,0.000593465,0.000225615,0.000127521,0.000321256,0.000564037,0.974343694
1/4/19,Manitoba/Saskatchewan,-2.009352518,8.412162162,1.972972973,565.5906475,0.017266187,2500446,1.010789334,0.174404455,0.191860468,0.188541384,0.202375564,0.041008936,0.201454838,135.6146539,1214600,0.062983698,0.053186234,0.028322081,0.077144739,0.077638729,0.053762556,0.025769801,0.149267248,0.036802239,0.075827433,0.043800428,0.045447061,0.054915198,0.052609913,0.012267413,0.150255228,57376.445,101.3778834,8.267161961,2364231.571,0.012324498,0.010195931,0.025527863,0.004568201,0.009490937,0.002163885,0.001627328,0.001768599,0.002030764,0.00083404,0.000781063,0.00187591,0.92681098
1/4/19,Ontario,0.559235669,80.53493151,8.342465753,477.2369427,0.005732484,14251136,0.977155561,0.189106514,0.159110938,0.211402017,0.200853774,0.043122842,0.196189072,134.8,7215000,0.065613306,0.00974359,0.044158004,0.071642412,0.07018711,0.077699238,0.004573805,0.115952876,0.042799723,0.111850312,0.038974359,0.088274428,0.049494109,0.04999307,0.006916147,0.152127512,55268.37421,104.1,7.1,13653453.63,0.005500984,0.005375615,0.011228988,0.00376615,0.004721664,0.002138048,0.001892393,0.001057165,0.002271888,0.000318505,0.000491311,0.001150344,0.960086945
1/4/19,Quebec,-2.039047619,86.80213904,10.47058824,548.2657143,0,8354460,0.993750565,0.212451223,0.159063765,0.207954834,0.176755295,0.045711845,0.1978049,129.2,4242000,0.068175389,0.012281942,0.045190948,0.059099481,0.066171617,0.054644036,0.008486563,0.137835926,0.042409241,0.118694012,0.041466289,0.075860443,0.056223479,0.048797737,0.005846299,0.158816596,47613.85002,101.9,6.7,8143155.868,0.012389442,0.012847448,0.042853652,0.004645575,0.028607501,0.017844523,0.00803963,0.004384124,0.001072044,0.000590594,0.001294215,0.003231657,0.862199595
1/5/19,Alberta,13.99196787,20.79837398,4.113821138,117.4694779,6.584738956,4281814,1.016472616,0.155596106,0.189188213,0.195753998,0.197833412,0.030404729,0.231045093,140.7,2272000,0.058758803,0.023855634,0.034815141,0.102948944,0.065052817,0.050132042,0.064348592,0.120070423,0.03653169,0.058626761,0.047227113,0.075572183,0.046522887,0.060871479,0.009991197,0.144674296,75773.60142,99.6,7.5,4082138.966,0.092386345,0.057365744,0.049329856,0.024157517,0.017030327,0.015570736,0.010592056,0.012578543,0.00681254,0.00230495,0.007775835,0.010543505,0.693552046
1/5/19,Atlantic,7.6176,75.49224138,10.19827586,289.94,0.0832,2408757,0.970217917,0.238234038,0.142381757,0.224999118,0.170616512,0.04505967,0.178433804,135.4372629,1114300,0.075473391,0.01471776,0.036614915,0.072870861,0.077357983,0.046217356,0.030512429,0.157139011,0.034371354,0.071883694,0.043166113,0.049268599,0.068922193,0.047922463,0.009243471,0.164318406,45427.03357,100.4,5.834617462,2334674.786,0.039249118,0.018494677,0.027340865,0.066367287,0.004554325,0.008454482,0.007373812,0.00228959,0.003468684,0.00147337,0.002548076,0.005546514,0.812839201
1/5/19,British Columbia,13.82477064,26.39136364,4.272727273,121.003211,5.346330275,5001470,0.982149526,0.206196043,0.143182236,0.210618686,0.194629772,0.043923107,0.201154197,128.4,2573800,0.079726474,0.009752117,0.039319294,0.093558163,0.063757868,0.064651488,0.019115704,0.125806201,0.049382236,0.071606185,0.044836429,0.082912425,0.040951123,0.056958583,0.005245163,0.152420545,54079.26479,107.9,8.3,4744269.127,0.031195826,0.01497738,0.015608922,0.032626934,0.004281735,0.004230748,0.005970094,0.002091619,0.001734711,0.000856347,0.001095058,0.00281934,0.882511287
1/5/19,Manitoba/Saskatchewan,12.60215827,32.32,4.746666667,163.7791367,12.7,2503262,1.010787978,0.174404347,0.191859383,0.188542061,0.202377501,0.041008377,0.201453981,135.6369034,1213800,0.061789422,0.053633218,0.02809359,0.076701269,0.076618883,0.054539463,0.025210084,0.150271873,0.036908881,0.076042182,0.043994068,0.045229857,0.05519855,0.05379799,0.012687428,0.149283243,57566.72856,101.3941627,8.265813589,2364231.571,0.084482083,0.111634532,0.010338144,0.032767703,0.004706758,0.01066374,0.012719754,0.011580302,0.013673957,0.00902393,0.002386181,0.009691792,0.686331124
1/5/19,Ontario,13.39038462,60.14236111,7.805555556,145.7608974,18.5275641,14276339,0.977155561,0.189106514,0.159110938,0.211402017,0.200853774,0.043122842,0.196189072,134.9,7202600,0.066156666,0.009829784,0.04406742,0.07190459,0.071071557,0.078735457,0.004470608,0.115874823,0.043012246,0.109613195,0.038250076,0.090314609,0.04851026,0.050967706,0.007122428,0.150098576,55345.63596,104.1,7.1,13653453.63,0.01749241,0.013041678,0.009453492,0.038055479,0.000345018,0.004347226,0.004864753,0.000793541,0.002173613,0.002553133,0.000483025,0.003484681,0.902911951
1/5/19,Quebec,7.585981308,51.83944444,8.144444444,304.6542056,3.724299065,8365290,0.993750565,0.212451223,0.159063765,0.207954834,0.176755295,0.045711845,0.1978049,129.3,4265300,0.067240288,0.01277753,0.045670879,0.058424964,0.064192437,0.055799123,0.008463649,0.136098281,0.042669918,0.118725529,0.041122547,0.075117811,0.057721614,0.048976625,0.006166038,0.160832767,47681.32195,101.9,6.7,8143155.868,0.016000977,0.007542445,0.020398192,0.033986808,0.003206303,0.003236839,0.00653475,0.00112984,0.002290216,0.003297911,0.001923782,0.002687187,0.897764749
1/6/19,Alberta,15.17689243,64.43333333,8.154471545,95.66294821,14.78326693,4287185,1.016472616,0.155596106,0.189188213,0.195753998,0.197833412,0.030404729,0.231045093,140.7,2269800,0.057538109,0.023438188,0.035818134,0.101638911,0.063706053,0.049696008,0.066129174,0.119217552,0.034672658,0.058991982,0.047008547,0.077319588,0.046876377,0.060005287,0.009824654,0.148118777,75648.66665,99.8,7.5,4082138.966,0.063831868,0.046490392,0.038937129,0.024590508,0.017276352,0.014570697,0.009962792,0.008878913,0.005749529,0.002707589,0.004325997,0.008036733,0.754641501
1/6/19,Atlantic,11.16048387,111.9904348,10.56521739,194.1451613,3.707258065,2410993,0.970210961,0.23822916,0.142384468,0.224994635,0.170622341,0.045061049,0.178433222,135.6246906,1114500,0.073126963,0.013907582,0.038133692,0.070973531,0.07662629,0.046657694,0.031673396,0.158187528,0.03427546,0.071870794,0.041633019,0.051502916,0.068730372,0.048183042,0.009331539,0.165186182,45428.78426,100.4,5.83440986,2334674.786,0.007258467,0.004267165,0.00593758,0.003665336,0.003086505,0.001367253,0.000843867,0.000819675,0.000325776,0.000138768,0.000352277,0.000651552,0.971285779
1/6/19,British Columbia,14.46543779,62.0954955,9.68018018,105.7004608,12.32949309,5011224,0.982149526,0.206196043,0.143182236,0.210618686,0.194629772,0.043923107,0.201154197,128.6,2583200,0.079900898,0.00878755,0.039060081,0.094340353,0.063525859,0.062712914,0.019742954,0.126238774,0.050441313,0.069061629,0.045912047,0.083036544,0.041808609,0.056635181,0.00623258,0.152562713,54034.59983,108,8.3,4744269.127,0.019627621,0.020305805,0.009534313,0.009066438,0.006080854,0.003077281,0.006325721,0.001737855,0.001111017,0.001030506,0.000653525,0.000929708,0.920519354
1/6/19,Manitoba/Saskatchewan,16.83956835,72.27583893,7.617449664,57.54460432,30.17194245,2506079,1.010786623,0.174404238,0.191858299,0.188542738,0.202379437,0.041007819,0.201453125,135.4518206,1222000,0.06202946,0.054255319,0.028559738,0.080441899,0.076268412,0.053600655,0.025204583,0.151636661,0.035597381,0.07512275,0.043289689,0.043780687,0.055400982,0.053436989,0.012520458,0.148854337,57502.49019,101.4105707,8.267377749,2364231.571,0.008703114,0.005367704,0.013142118,0.005236003,0.005491238,0.002593604,0.002122703,0.001108587,0.002233293,0.00032157,0.000586628,0.001429301,0.951664135
1/6/19,Ontario,17.01987179,56.74791667,6.736111111,56.7724359,31.61474359,14301542,0.977155561,0.189106514,0.159110938,0.211402017,0.200853774,0.043122842,0.196189072,135.3,7245900,0.065181689,0.009743441,0.043486661,0.073338026,0.070081011,0.080266082,0.004678508,0.116590072,0.043321051,0.110158848,0.038283719,0.089291875,0.047199106,0.051504989,0.007024662,0.14985026,55345.45345,104.2,7.1,13653453.63,0.013526238,0.013204391,0.045793257,0.00492106,0.030479203,0.018927532,0.008190375,0.004722263,0.001135767,0.000607564,0.001354338,0.003608258,0.853529755
1/6/19,Quebec,12.58598131,77.77821229,8.955307263,162.5261682,11.97476636,8376120,0.993750565,0.212451223,0.159063765,0.207954834,0.176755295,0.045711845,0.1978049,129.2,4258000,0.064913105,0.012822922,0.046359793,0.058102395,0.065406294,0.055918271,0.009558478,0.134711132,0.040770315,0.118107093,0.040394551,0.077407233,0.05744481,0.049835604,0.006247064,0.162000939,47721.71841,102.6,6.7,8143155.868,0.098149954,0.057696211,0.051284292,0.024770614,0.018232877,0.016367756,0.011087996,0.013532616,0.006903552,0.002279695,0.008164889,0.011436417,0.680093131
1/7/19,Alberta,17.15697211,56.88714859,7.562248996,51.40358566,26.63824701,4292556,1.016472616,0.155596106,0.189188213,0.195753998,0.197833412,0.030404729,0.231045093,141.8,2273900,0.059985048,0.023923655,0.03544571,0.100400194,0.064558688,0.047935265,0.066493689,0.12071771,0.033950482,0.058357887,0.048243107,0.075245173,0.046923787,0.060073002,0.00963103,0.148115572,75780.40283,99.9,7.5,4082138.966,0.045369803,0.018798186,0.030520052,0.068355389,0.005108066,0.008948177,0.007859223,0.002414012,0.003406652,0.001453545,0.002513339,0.00588087,0.799372686
1/7/19,Atlantic,18.7078125,62.46034483,6.689655172,32.6984375,56.05703125,2413230,0.970204015,0.238224289,0.142387174,0.224990158,0.170628162,0.045062427,0.17843264,136.4218279,1117400,0.073384643,0.0136925,0.038840165,0.070878826,0.076248434,0.045910149,0.031054233,0.155092178,0.034723465,0.072668695,0.041614462,0.051906211,0.070968319,0.048415966,0.009217827,0.165383927,45494.27126,100.4,5.832956989,2334674.786,0.0347389,0.015437806,0.017458075,0.035202815,0.004559696,0.004568621,0.006640722,0.002265739,0.001711832,0.000821223,0.00111517,0.003019822,0.872459579
1/7/19,British Columbia,18.51220657,20.38287037,3.740740741,37.35399061,52.18262911,5020979,0.982149526,0.206196043,0.143182236,0.210618686,0.194629772,0.043923107,0.201154197,129.7,2601500,0.077878147,0.008648856,0.038516241,0.092946377,0.064616567,0.063194311,0.01929656,0.127618682,0.052892562,0.068729579,0.045704401,0.084566596,0.042552374,0.055275802,0.005881222,0.151681722,54033.42625,107.9,8.3,4744269.127,0.065037594,0.039496295,0.037922839,0.047135124,0.015503118,0.014930465,0.012036661,0.005653338,0.005597713,0.003153335,0.002702797,0.008411266,0.742419456
1/7/19,Manitoba/Saskatchewan,18.28455882,63.71575342,7.04109589,33.42132353,42.90147059,2508897,1.010785272,0.174404131,0.191857219,0.188543412,0.202381365,0.041007263,0.201452272,136.0590382,1218800,0.063094847,0.053249097,0.028060387,0.078601904,0.076468658,0.053823433,0.024122087,0.152116836,0.034624221,0.075402035,0.044305875,0.045044306,0.055464391,0.052592714,0.012635379,0.15039383,57580.94882,101.5114427,8.265883513,2364231.571,0.021435845,0.014355892,0.011593967,0.042628373,0.00041696,0.005092047,0.004605326,0.00073524,0.002206554,0.00351273,0.000544828,0.00354451,0.889327727
1/7/19,Ontario,20.89936306,66.73611111,7.020833333,11.36178344,93.7477707,14326746,0.977155561,0.189106514,0.159110938,0.211402017,0.200853774,0.043122842,0.196189072,136,7316500,0.064183694,0.0093624,0.042875692,0.072616688,0.071933301,0.080106608,0.004537689,0.117856899,0.042028292,0.108234812,0.03944509,0.08927766,0.047714071,0.051131005,0.007243901,0.151452197,55326.46895,104.3,7.1,13653453.63,0.017102576,0.007790166,0.02249124,0.036502368,0.004223307,0.003188247,0.006879572,0.001048836,0.002154748,0.003081439,0.001689323,0.003296074,0.890552105
1/7/19,Quebec,18.54579439,84.94254144,8.867403315,47.00560748,66.21401869,8386951,0.993750565,0.212451223,0.159063765,0.207954834,0.176755295,0.045711845,0.1978049,129.7,4245300,0.06435352,0.013096837,0.046427814,0.057333993,0.0666384,0.056250442,0.009045297,0.137540339,0.041528278,0.116599534,0.040538949,0.077638801,0.057852213,0.048689139,0.006477752,0.159988693,47741.02433,102.7,6.7,8143155.868,0.063831868,0.046490392,0.038937129,0.024590508,0.017276352,0.014570697,0.009962792,0.008878913,0.005749529,0.002707589,0.004325997,0.008036733,0.754641501
